Weather Set Name,Weather Station Name,Date,Min Temp [deg.C],Max Temp [deg.C],Accumulated Precip [mm],Wind Run [km/day],Min RH [%],Max RH [%],Solar Rad [kJ/m2/day],ET Rad,Net Rad,Incoming Rad,Last Modified,Modified By
ARDTWP,T001R19W4,2020/10/03,3.51,23.31,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/04,8.76,24.75,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/05,4.78,22.94,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/06,5.63,23.58,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/07,2.24,19.61,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/08,6.88,22.92,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/09,0.52,19.46,0.54,,,,,,,,,
ARDTWP,T001R19W4,2020/10/10,5.67,20.49,0.14,,,,,,,,,
ARDTWP,T001R19W4,2020/10/11,2.89,11.2,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/12,-1.63,7.56,0.14,,,,,,,,,
ARDTWP,T001R19W4,2020/10/13,-1.91,9.24,0.27,,,,,,,,,
ARDTWP,T001R19W4,2020/10/14,-2.92,5.67,1.49,,,,,,,,,
ARDTWP,T001R19W4,2020/10/15,-5.12,6.16,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/16,-3.34,12.79,1.22,,,,,,,,,
ARDTWP,T001R19W4,2020/10/17,-10.23,-2.78,4.88,,,,,,,,,
ARDTWP,T001R19W4,2020/10/18,-11.76,-6.04,4.47,,,,,,,,,
ARDTWP,T001R19W4,2020/10/19,-8.08,3.66,1.63,,,,,,,,,
ARDTWP,T001R19W4,2020/10/20,-6.55,1.24,0.41,,,,,,,,,
ARDTWP,T001R19W4,2020/10/21,-8.88,-0.77,4.2,,,,,,,,,
ARDTWP,T001R19W4,2020/10/22,-16.16,-6.31,0.54,,,,,,,,,
ARDTWP,T001R19W4,2020/10/23,-16.05,-9.01,5.15,,,,,,,,,
ARDTWP,T001R19W4,2020/10/24,-20.79,-10.16,2.17,,,,,,,,,
ARDTWP,T001R19W4,2020/10/25,-20.15,-7.06,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/26,-9.3,0.84,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/27,-0.35,7.46,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/28,-0.08,6.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/29,0.89,9.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/30,1.18,14.76,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/31,-4.8,10.44,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/01,0.99,18.38,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/02,6.66,20.85,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/03,5.91,20.01,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/04,6.55,16.94,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/05,5.64,15.54,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/06,-0.31,5.78,9.97,,,,,,,,,
ARDTWP,T001R19W4,2020/11/07,-8.43,0.87,5.57,,,,,,,,,
ARDTWP,T001R19W4,2020/11/08,-11.42,-8.57,4.79,,,,,,,,,
ARDTWP,T001R19W4,2020/11/09,-17.87,-4.48,3.5,,,,,,,,,
ARDTWP,T001R19W4,2020/11/10,-6.19,-1.71,1.68,,,,,,,,,
ARDTWP,T001R19W4,2020/11/11,-14.29,-5.45,0.78,,,,,,,,,
ARDTWP,T001R19W4,2020/11/12,-13.45,-1.81,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/13,-5.1,2.37,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/14,-8.17,0.2,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/15,-7.39,3.41,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/16,-3.52,3.03,0.26,,,,,,,,,
ARDTWP,T001R19W4,2020/11/17,-0.73,8.72,0.39,,,,,,,,,
ARDTWP,T001R19W4,2020/11/18,-5.61,7.31,0.78,,,,,,,,,
ARDTWP,T001R19W4,2020/11/19,-10.91,-4.49,0.13,,,,,,,,,
ARDTWP,T001R19W4,2020/11/20,-11.15,1.95,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/21,-4.43,2.91,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/22,-5.79,3.17,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/23,-6.39,2.73,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/24,-5.55,4.64,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/25,-7.41,3.18,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/26,-5.22,2.6,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/27,-0.12,5.28,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/28,-9.06,5.93,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/29,-7.67,5.4,0,,,,,,,,,
ARDTWP,T001R19W4,2020/11/30,-1.2,6.14,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/01,-6.22,2.33,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/02,-3.44,8.46,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/03,-0.86,11.03,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/04,-0.83,9.14,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/05,-1.69,11.4,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/06,-1.11,9.55,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/07,2.66,8.8,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/08,1.93,10.9,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/09,-2.99,6.64,2.3,,,,,,,,,
ARDTWP,T001R19W4,2020/12/10,-10.27,-0.46,0.4,,,,,,,,,
ARDTWP,T001R19W4,2020/12/11,-10.83,-6.41,0.3,,,,,,,,,
ARDTWP,T001R19W4,2020/12/12,-11.38,-5.45,0.3,,,,,,,,,
ARDTWP,T001R19W4,2020/12/13,-16.31,-9.51,0.2,,,,,,,,,
ARDTWP,T001R19W4,2020/12/14,-16.15,-1.62,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/15,-5.2,1.38,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/16,-2.47,3.4,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/17,-4.95,4.35,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/18,-8.34,4.14,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/19,-0.33,5.32,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/20,-0.25,6.35,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/21,-1.99,3.05,4.9,,,,,,,,,
ARDTWP,T001R19W4,2020/12/22,-13.3,1.12,2.4,,,,,,,,,
ARDTWP,T001R19W4,2020/12/23,-15.75,-0.79,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/24,-2.09,6.21,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/25,-2.34,4.12,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/26,-7.92,2.44,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/27,-11.93,-5.24,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/28,-11.37,0.42,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/29,-11.99,-2.73,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/30,-5.82,1.51,0,,,,,,,,,
ARDTWP,T001R19W4,2020/12/31,-6.44,2.74,0,,,,,,,,,
